"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","CATTLE, COWS, BEEF - INVENTORY  -  <b>VALUE</b>","CATTLE, COWS, BEEF - INVENTORY  -  <b>CV (%)</b>","CATTLE, COWS, MILK - INVENTORY  -  <b>VALUE</b>","CATTLE, COWS, MILK - INVENTORY  -  <b>CV (%)</b>","CATTLE, INCL CALVES - INVENTORY  -  <b>VALUE</b>","CATTLE, INCL CALVES - INVENTORY  -  <b>CV (%)</b>"
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","11,100","","","","22,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CARSON","065","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","20,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","15,900","","52,000","","465,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DALLAM","111","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","14,300","","14,400","","240,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","17,700","","47,500","","600,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","5,400","","","","57,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","GRAY","179","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","10,900","","10,300","","81,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","6,500","","26,500","","135,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HANSFORD","195","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","255,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HARTLEY","205","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","9,100","","61,000","","400,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HEMPHILL","211","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","13,800","","","","66,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HUTCHINSON","233","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","8,300","","","","24,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","LIPSCOMB","295","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","44,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","MOORE","341","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","6,300","","47,500","","135,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OCHILTREE","357","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","8,300","","","","85,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OLDHAM","359","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","12,100","","","","88,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","7,300","","54,000","","340,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","POTTER","375","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","6,400","","","","27,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","RANDALL","381","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","10,200","","","","215,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ROBERTS","393","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","10,000","","","","20,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SHERMAN","421","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","210,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","11,900","","","","220,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","BORDEN","033","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","13,400",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","CHILDRESS","075","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","8,000","","","","14,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","COLLINGSWORTH","087","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","10,200","","","","20,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","COTTLE","101","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","10,200","","","","21,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","DICKENS","125","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","12,600","","","","25,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","DONLEY","129","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","14,600","","","","57,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","FOARD","155","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","11,500","","","","21,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","GARZA","169","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","7,400","","","","11,800",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","HALL","191","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","12,700","","","","30,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","HARDEMAN","197","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","17,800",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","KENT","263","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","10,100","","","","17,300",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","KING","269","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","13,500","","","","25,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","MOTLEY","345","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","11,900","","","","22,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","WHEELER","483","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","21,000","","","","60,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","WICHITA","485","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","15,300","","","","40,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","NORTHERN LOW PLAINS","21","WILBARGER","487","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","43,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","AUSTIN","015","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","40,000",""," (D)","","64,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","BASTROP","021","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","35,500","","","","77,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","BEE","025","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","18,400","","","","31,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","BEXAR","029","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","41,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","BURLESON","051","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","34,500","","","","57,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","CALDWELL","055","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","24,000","","","","40,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","COLORADO","089","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","43,500","","100","","71,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","COMAL","091","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","7,500","","","","16,400",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","DE WITT","123","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","49,500","","","","92,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","FAYETTE","149","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","97,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","GOLIAD","175","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","41,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","GONZALES","177","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","55,000","","","","125,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","GUADALUPE","187","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","27,000","","","","49,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","HAYS","209","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","9,100","","","","16,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","KARNES","255","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","28,500","","","","48,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","LAVACA","285","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","105,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","LEE","287","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","38,500","","","","77,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","MEDINA","325","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","58,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","TRAVIS","453","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","11,400","","","","19,300",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","WASHINGTON","477","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","68,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH CENTRAL","81","WILSON","493","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","88,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","ATASCOSA","013","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","77,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","BROOKS","047","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","11,900","","","","26,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","DIMMIT","127","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","21,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","DUVAL","131","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","17,700","","","","31,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","FRIO","163","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","17,800",""," (D)","","55,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","JIM HOGG","247","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","12,000","","","","23,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","JIM WELLS","249","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","36,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","KENEDY","261","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","21,500","","","","37,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","LA SALLE","283","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","7,500","","","","11,900",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","LIVE OAK","297","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","21,000","","","","35,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","MAVERICK","323","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","5,900","","","","27,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","MCMULLEN","311","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","7,900","","","","15,800",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","WEBB","479","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","23,500","","","","47,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","ZAPATA","505","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","11,600","","","","17,400",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTH TEXAS","96","ZAVALA","507","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","12,400","","","","51,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","ANDREWS","003","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","7,400","","","","11,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","BAILEY","017","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","6,300","","32,000","","130,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","COCHRAN","079","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","2,800","","","","10,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","CROSBY","107","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","6,200","","","","10,200",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","DAWSON","115","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","3,400","","","","5,600",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","GAINES","165","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","11,900",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","GLASSCOCK","173","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)","","","","6,100",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOCKLEY","219","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","4,600","","","","9,300",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOWARD","227","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","5,900","","","","10,600",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","9,100","","44,000","","185,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","5,700","","400","","40,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","2,700","","","","8,400",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","2,400","","","","3,800",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","3,300","","","","6,600",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","18,200",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","3,600","","","","9,200",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","BAYLOR","023","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","10,900","","","","56,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","COLEMAN","083","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","19,900","","","","45,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","FISHER","151","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","10,700",""," (D)","","20,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","HASKELL","207","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","9,700","","","","27,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","JONES","253","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","11,200","","","","23,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","KNOX","275","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","6,900","","","","27,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","MITCHELL","335","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","8,400","","","","16,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","NOLAN","353","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","6,700","","","","14,100",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","RUNNELS","399","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","40,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","SCURRY","415","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","23,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","STONEWALL","433","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","10,700","","","","24,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","SOUTHERN LOW PLAINS","22","TAYLOR","441","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","41,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","BREWSTER","043","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","27,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","CRANE","103","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","1,800","","","","3,200",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","CULBERSON","109","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","8,300","","","","15,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","ECTOR","135","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","4,000","","","","8,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","EL PASO","141","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","900","","","","5,700",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","HUDSPETH","229","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","12,400",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","JEFF DAVIS","243","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","15,600","","","","28,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","LOVING","301","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","1,500","","","","2,600",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","PECOS","371","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","17,200","","","","30,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","PRESIDIO","377","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","17,200","","","","28,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","REEVES","389","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","5,800","","","","11,400",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","TERRELL","443","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","2,900","","","","5,100",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","WARD","475","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","2,200","","","","4,200",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","TRANS-PECOS","60","WINKLER","495","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","2,800","","","","6,200",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","BRAZORIA","039","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","37,500","","","","69,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","CALHOUN","057","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","8,200","","","","15,400",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","CHAMBERS","071","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","24,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","FORT BEND","157","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","20,000","","","","32,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","GALVESTON","167","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","7,200","","","","10,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","HARRIS","201","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","24,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","JACKSON","239","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","36,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","JEFFERSON","245","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","24,000","","","","37,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","LIBERTY","291","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","29,500","","","","48,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","MATAGORDA","321","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","33,000","","","","54,000",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","ORANGE","361","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","6,000","","","","9,900",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","VICTORIA","469","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED","30,500","","","","49,500",""
"SURVEY","2022","FIRST OF JAN","","COUNTY","TEXAS","48","UPPER COAST","90","WHARTON","481","","","00000000","","CATTLE","TOTAL","NOT SPECIFIED"," (D)",""," (D)","","58,000",""
